sec,EEG
0.59,-12.7075
0.595,-11.9019
0.6,-9.93042
0.605,-8.71582
0.61,-8.62427
0.615,-9.29565
0.62,-9.19189
0.625,-7.79419
0.63,-6.43311
0.635,-4.91943
0.64,-4.77295
0.645,-5.35278
0.65,-5.36499
0.655,-5.46265
0.66,-5.56641
0.665,-4.23584
0.67,-3.14941
0.675,-2.31323
0.68,-2.27051
0.685,-2.67334
0.69,-2.23999
0.695,-0.140381
0.7,-0.543213
0.705,-3.97339
0.71,-6.39648
0.715,-7.69653
0.72,-8.22144
0.725,-7.00073
0.73,-6.75049
0.735,-7.56836
0.74,-7.70874
0.745,-4.00391
0.75,-2.00806
0.755,-7.8125
0.76,-7.86743
0.765,-4.65698
0.77,-6.80542
0.775,-8.05054
0.78,-11.6638
0.785,-11.8225
0.79,-8.63647
0.795,-5.04761
0.8,-4.54712
0.805,-7.1167
0.81,-8.63647
0.815,-9.75342
0.82,-10.7361
0.825,-6.71997
0.83,-3.25317
0.835,-3.42407
0.84,-2.37427
0.845,-1.3916
0.85,-3.33862
0.855,-4.1626
0.86,-5.84717
0.865,-6.12183
0.87,-3.63159
0.875,-0.274658
0.88,0.00610352
0.885,-6.96411
0.89,-9.91821
0.895,-3.93066
0.9,-1.3855
0.905,-2.28882
0.91,-4.15039
0.915,-8.61206
0.92,-9.74121
0.925,-6.30493
0.93,-4.3396
0.935,-4.99878
0.94,-3.02734
0.945,-2.0752
0.95,-3.83911
0.955,-3.45459
0.96,0.0854492
0.965,0.219727
0.97,-1.28174
0.975,-1.06812
0.98,-3.21655
0.985,-5.13916
0.99,-3.43018
0.995,-1.17798
1,1.47705
1.005,1.5686
1.01,0.921631
1.015,-1.42822
1.02,-5.78613
1.025,-6.48193
1.03,-2.46582
1.035,-1.08032
1.04,-2.05078
1.045,-1.7334
1.05,-2.65503
1.055,-2.41699
1.06,-2.38647
1.065,-5.0415
1.07,-6.70166
1.075,-5.0415
1.08,-2.34985
1.085,-0.164795
1.09,-0.213623
1.095,-0.256348
1.1,2.27661
1.105,3.72925
1.11,1.76392
1.115,-0.317383
1.12,-1.0498
1.125,1.81885
1.13,4.28467
1.135,3.77808
1.14,0.445557
1.145,-1.5564
1.15,-0.170898
1.155,2.22168
1.16,2.74658
1.165,3.84521
1.17,5.96313
1.175,6.75659
1.18,7.05566
1.185,8.05054
1.19,9.06372
1.195,9.17358
1.2,8.25195
1.205,5.36499
1.21,2.84424
1.215,2.93579
1.22,3.9978
1.225,2.94189
1.23,0.769043
1.235,1.2085
1.24,3.58276
1.245,4.49829
1.25,3.80859
1.255,3.30811
1.26,2.53296
1.265,2.31934
1.27,2.88696
1.275,2.09351
1.28,-0.909424
1.285,-3.08228
1.29,-5.49927
1.295,-7.8186
1.3,-3.48511
1.305,0.341797
1.31,-4.04053
1.315,-8.27026
1.32,-10.4614
1.325,-9.96094
1.33,-8.8501
1.335,-7.4646
1.34,-7.69043
1.345,-10.1318
1.35,-9.58862
1.355,-6.96411
1.36,-7.92236
1.365,-8.79517
1.37,-7.86133
1.375,-5.71899
1.38,-5.32837
1.385,-5.14526
1.39,-4.88892
1.395,-5.59692
1.4,-6.10962
1.405,-6.54907
1.41,-5.99976
1.415,-6.63452
1.42,-9.68018
1.425,-11.5479
1.43,-12.8723
1.435,-11.6577
1.44,-7.53784
1.445,-4.1687
1.45,-2.47192
1.455,-2.9541
1.46,-5.98755
1.465,-7.73926
1.47,-6.21948
1.475,-5.30396
1.48,-4.83398
1.485,-4.49219
1.49,-5.50537
1.495,-4.40674
1.5,-3.66821
1.505,-5.65796
1.51,-9.69849
1.515,-9.95483
1.52,-9.64966
1.525,-9.96094
1.53,-10.3516
1.535,-12.7075
1.54,-13.9038
1.545,-10.8337
1.55,-8.25806
1.555,-7.86743
1.56,-10.3882
1.565,-11.7065
1.57,-9.53979
1.575,-6.92749
1.58,-5.85327
1.585,-5.19409
1.59,-6.57959
1.595,-7.38525
1.6,-6.32324
1.605,-4.04663
1.61,-3.10059
1.615,-5.15747
1.62,-4.87061
1.625,-4.47388
1.63,-5.29785
1.635,-5.06592
1.64,-5.0354
1.645,-5.81665
1.65,-5.92651
1.655,-5.68237
1.66,-6.36597
1.665,-7.75757
1.67,-10.9192
1.675,-12.3108
1.68,-12.5671
1.685,-12.3169
1.69,-12.1399
1.695,-10.6995
1.7,-7.99561
1.705,-8.08716
1.71,-10.9558
1.715,-12.9395
1.72,-13.5315
1.725,-11.9507
1.73,-8.92334
1.735,-8.36792
1.74,-9.33838
1.745,-9.00269
1.75,-7.08008
1.755,-5.45654
1.76,-5.60913
1.765,-3.65601
1.77,-2.71606
1.775,-4.13208
1.78,-4.55933
1.785,-4.96826
1.79,-2.70386
1.795,1.47705
1.8,1.57471
1.805,-2.23999
1.81,-4.76685
1.815,-6.38428
1.82,-6.69556
1.825,-5.67017
1.83,-3.93066
1.835,-4.50439
1.84,-3.9917
1.845,-2.04468
1.85,-3.68652
1.855,-5.41382
1.86,-9.33838
1.865,-14.27
1.87,-7.72095
1.875,-1.94092
1.88,-0.0915527
1.885,2.4292
1.89,3.76587
1.895,-0.726318
1.9,-2.52075
1.905,-1.05591
1.91,-0.439453
1.915,-0.170898
1.92,-1.50757
1.925,-2.99683
1.93,-0.921631
1.935,3.27759
1.94,5.24292
1.945,6.26221
1.95,4.6936
1.955,3.19214
1.96,6.20117
1.965,8.27637
1.97,4.32739
1.975,2.21558
1.98,1.48926
1.985,-1.0437
1.99,-1.66016
1.995,1.78833
2,6.03638
2.005,6.27441
2.01,3.13721
2.015,-0.701904
2.02,-1.44043
2.025,-0.592041
2.03,0.384521
2.035,1.25732
2.04,-0.512695
2.045,-3.27148
2.05,-6.23169
2.055,-7.03735
2.06,-4.84009
2.065,-4.87671
2.07,-6.2439
2.075,-4.44946
2.08,-1.9043
2.085,0.762939
2.09,2.49634
2.095,1.16577
2.1,-1.55029
2.105,-2.41699
2.11,-2.75269
2.115,-2.74658
2.12,-1.95923
2.125,-0.915527
2.13,-0.170898
2.135,0.561523
2.14,0.317383
2.145,1.72729
2.15,2.55737
2.155,1.7395
2.16,0.0793457
2.165,0.683594
2.17,0.744629
2.175,-2.21558
2.18,-5.78613
2.185,-4.88892
2.19,-1.37939
2.195,1.30005
2.2,-1.87988
2.205,-5.39551
2.21,-3.88794
2.215,1.40381
2.22,5.54199
2.225,4.01611
2.23,-2.55127
2.235,-7.04956
2.24,-8.90503
2.245,-7.96509
2.25,-3.94287
2.255,-0.732422
2.26,-1.0437
2.265,-3.85132
2.27,-6.84204
2.275,-8.69751
2.28,-6.47583
2.285,-0.598145
2.29,-2.49023
2.295,-8.13599
2.3,-6.64673
2.305,-0.567627
2.31,2.06299
2.315,0.646973
2.32,-2.02637
2.325,-7.13501
2.33,-10.6384
2.335,-7.23267
2.34,-3.58276
2.345,-2.87476
2.35,-1.70898
2.355,-2.36206
2.36,-6.47583
2.365,-8.27637
2.37,-4.91943
2.375,-2.19727
2.38,-2.0752
2.385,-1.01318
2.39,-2.65503
2.395,-7.10449
2.4,-11.1694
2.405,-14.3433
2.41,-9.62524
2.415,0.32959
2.42,2.55127
2.425,-3.28369
2.43,-8.55713
2.435,-5.65796
2.44,-1.53198
2.445,0.146484
2.45,-4.35181
2.455,-7.60498
2.46,-2.6123
2.465,4.82178
2.47,6.61011
2.475,5.9082
2.48,3.16162
2.485,0.457764
2.49,2.16064
2.495,3.9978
2.5,3.83911
2.505,4.71191
2.51,4.13208
2.515,3.04565
2.52,3.71094
2.525,5.35889
2.53,6.35376
2.535,5.71899
2.54,5.09644
2.545,5.93872
2.55,5.82886
2.555,3.27759
2.56,0.402832
2.565,-0.823975
2.57,1.00708
2.575,6.69556
2.58,10.2356
2.585,7.55005
2.59,0.872803
2.595,-4.43726
2.6,-4.13208
2.605,0.0854492
2.61,1.14746
2.615,-0.427246
2.62,0.622559
2.625,3.25317
2.63,1.86768
2.635,-0.65918
2.64,1.05591
2.645,4.13208
2.65,5.16968
2.655,4.95605
2.66,3.22876
2.665,0.952148
2.67,-0.665283
2.675,-0.811768
2.68,-2.36816
2.685,-5.09644
2.69,-3.53394
2.695,0.927734
2.7,2.00195
2.705,2.78931
2.71,2.28882
2.715,-1.12305
2.72,-0.55542
2.725,5.2124
2.73,7.02515
2.735,5.41992
2.74,3.19824
2.745,5.34058
2.75,10.7056
2.755,11.5479
2.76,8.08716
2.765,4.87671
2.77,4.25415
2.775,4.3396
2.78,2.57568
2.785,-3.52173
2.79,-6.12183
2.795,0.799561
2.8,6.79932
2.805,1.9104
2.81,-4.52881
2.815,-2.55737
2.82,2.85645
2.825,9.57642
2.83,11.9629
2.835,5.35278
2.84,-1.44043
2.845,-2.4292
2.85,1.51367
2.855,2.6123
2.86,2.61841
2.865,4.76685
2.87,4.76074
2.875,1.09253
2.88,-3.01514
2.885,-6.04858
2.89,-5.27954
2.895,-2.16675
2.9,0.793457
2.905,1.3916
2.91,0.20752
2.915,-1.5686
2.92,-0.915527
2.925,2.44751
2.93,6.97021
2.935,7.65991
2.94,0.964355
2.945,-5.26733
2.95,-4.93164
2.955,1.59302
2.96,10.3943
2.965,11.3586
2.97,4.92554
2.975,-0.506592
2.98,-1.3916
2.985,1.95923
2.99,5.13916
2.995,6.62842
3,3.48511
3.005,-1.97144
3.01,-3.02124
3.015,-1.98975
3.02,0.00610352
3.025,1.53198
3.03,-1.67236
3.035,-5.63354
3.04,-7.97729
3.045,-4.32129
3.05,1.95313
3.055,2.22168
3.06,-0.488281
3.065,-3.49731
3.07,-3.31421
3.075,1.37939
3.08,3.61938
3.085,2.85034
3.09,0.610352
3.095,0.134277
3.1,2.40479
3.105,2.03857
3.11,-1.28784
3.115,-6.15234
3.12,-5.71289
3.125,0.671387
3.13,4.48608
3.135,4.37622
3.14,4.56543
3.145,6.56738
3.15,8.49609
3.155,6.78711
3.16,2.69165
3.165,-0.476074
3.17,0.20752
3.175,5.51758
3.18,7.03125
3.185,4.3396
3.19,1.83105
3.195,0.732422
3.2,0.45166
3.205,-0.933838
3.21,-0.274658
3.215,2.14233
3.22,3.50342
3.225,2.56348
3.23,0.787354
3.235,0.592041
3.24,1.84937
3.245,0.805664
3.25,-1.23901
3.255,-0.201416
3.26,0.848389
3.265,0.415039
3.27,-1.43433
3.275,-3.1189
3.28,-2.41089
3.285,0.177002
3.29,1.55029
3.295,2.17285
3.3,-2.20337
3.305,-3.92456
3.31,-2.28882
3.315,-4.10156
3.32,0.775146
3.325,10.0891
3.33,13.4949
3.335,9.86938
3.34,4.95605
3.345,1.83105
3.35,5.21851
3.355,10.4492
3.36,12.738
3.365,12.2437
3.37,10.5713
3.375,10.5347
3.38,9.22852
3.385,4.63867
3.39,1.14746
3.395,0.878906
3.4,3.26538
3.405,6.37817
3.41,2.47803
3.415,-0.213623
3.42,-0.787354
3.425,1.07422
3.43,4.77295
3.435,6.4209
3.44,5.60303
3.445,4.93774
3.45,4.89502
3.455,4.35181
3.46,2.13013
3.465,1.31836
3.47,-0.524902
3.475,-3.91846
3.48,-1.34277
3.485,3.38745
3.49,3.85132
3.495,3.85742
3.5,2.69775
3.505,-1.55029
3.51,-1.7395
3.515,3.11279
3.52,3.91846
3.525,2.28271
3.53,1.59912
3.535,-2.67334
3.54,-6.71387
3.545,-2.28271
3.55,3.6499
3.555,7.67212
3.56,8.87451
3.565,3.27759
3.57,-2.39258
3.575,0.0183105
3.58,5.53589
3.585,6.14014
3.59,4.18091
3.595,4.02222
3.6,1.92871
3.605,1.65405
3.61,0.0244141
3.615,2.68555
3.62,4.90112
3.625,2.27051
3.63,1.0498
3.635,1.32446
3.64,2.15454
3.645,1.3916
3.65,1.28174
3.655,0.183105
3.66,-1.67236
3.665,-0.946045
3.67,0.402832
3.675,-1.57471
3.68,0.55542
3.685,4.15039
3.69,4.73633
3.695,2.49634
3.7,4.60205
3.705,7.23877
3.71,6.84814
3.715,4.94385
3.72,3.16772
3.725,2.01416
3.73,4.87671
3.735,5.93872
3.74,2.81982
3.745,-0.256348
3.75,-0.463867
3.755,-0.0549316
3.76,3.39966
3.765,5.46265
3.77,5.19409
3.775,5.07813
3.78,2.70996
3.785,1.70898
3.79,3.04565
3.795,6.64063
3.8,10.144
3.805,10.7666
3.81,11.5784
3.815,7.74536
3.82,2.75269
3.825,1.7334
3.83,4.05273
3.835,9.70459
3.84,8.86841
3.845,5.81665
3.85,6.31714
3.855,3.40576
3.86,2.50244
3.865,1.97754
3.87,0.927734
3.875,2.35596
3.88,1.96533
3.885,0.366211
3.89,2.78931
3.895,3.79028
3.9,2.7771
3.905,0.0366211
3.91,-1.75781
3.915,0.970459
3.92,4.65698
3.925,5.47485
3.93,1.79443
3.935,-3.75977
3.94,-2.2644
3.945,2.96021
3.95,0.323486
3.955,-2.99683
3.96,-2.81372
3.965,1.23901
3.97,5.00488
3.975,3.95508
3.98,0.610352
3.985,2.02026
3.99,6.01196
3.995,3.79028
4,-0.55542
4.005,-2.69165
4.01,1.25122
4.015,4.37622
4.02,4.88892
4.025,1.9165
4.03,-2.36816
4.035,-3.36304
4.04,-3.57056
4.045,-0.939941
4.05,1.92871
4.055,3.85132
4.06,4.3335
4.065,2.00195
4.07,3.07007
4.075,2.16675
4.08,-1.80664
4.085,-4.20532
4.09,-4.32129
4.095,0.427246
4.1,7.48901
4.105,6.9458
4.11,-0.958252
4.115,-7.75146
4.12,-10.553
4.125,-10.1074
4.13,-4.24194
4.135,0.0976563
4.14,4.74243
4.145,5.05371
4.15,-3.02124
4.155,-8.91724
4.16,-6.86646
4.165,-0.67749
4.17,1.41602
4.175,0.823975
4.18,0.524902
4.185,-0.22583
4.19,2.92358
4.195,6.33545
4.2,3.43628
4.205,-2.09961
4.21,-3.6377
4.215,-2.0752
4.22,0.421143
4.225,5.67627
4.23,6.57959
4.235,1.3916
4.24,-3.93066
4.245,-5.10864
4.25,-1.9104
4.255,3.60107
4.26,5.83496
4.265,5.22461
4.27,1.53809
4.275,-1.19019
4.28,0.524902
4.285,1.69678
4.29,2.18506
4.295,2.0813
4.3,2.33154
4.305,2.22778
4.31,0.22583
4.315,-0.543213
4.32,-1.5625
4.325,-1.2085
4.33,-0.317383
4.335,1.69678
4.34,2.50244
4.345,1.63574
4.35,-1.06201
4.355,0.0671387
4.36,3.72925
4.365,7.35474
4.37,9.86938
4.375,10.0037
4.38,9.73511
4.385,7.60498
4.39,8.00781
4.395,10.7544
4.4,9.64966
4.405,8.80737
4.41,10.6995
4.415,11.1755
4.42,9.7168
4.425,5.60913
4.43,-3.08838
4.435,-7.55615
4.44,-4.01001
4.445,2.39868
4.45,9.05151
4.455,11.4258
4.46,10.199
4.465,7.59277
4.47,5.59082
4.475,4.63257
4.48,2.82593
4.485,2.66113
4.49,5.70679
4.495,6.64063
4.5,1.24512
4.505,-1.19019
4.51,1.30005
4.515,0.769043
4.52,-0.958252
4.525,-2.85034
4.53,-3.92456
4.535,-1.95313
4.54,1.64795
4.545,4.50439
4.55,3.91846
4.555,3.4729
4.56,4.82788
4.565,4.98047
4.57,1.17188
4.575,-1.85547
4.58,-0.793457
4.585,-0.360107
4.59,-2.99072
4.595,-3.83301
4.6,-3.57056
4.605,-6.06689
4.61,-7.6355
4.615,-1.2085
4.62,2.39868
4.625,-0.860596
4.63,-4.89502
4.635,-7.51953
4.64,-6.7627
4.645,-0.262451
4.65,1.33667
4.655,-2.67944
4.66,-4.84009
4.665,-4.13208
4.67,-2.70386
4.675,-1.76392
4.68,-1.2207
4.685,-1.78833
4.69,-3.39966
4.695,-5.9021
4.7,-9.17358
4.705,-10.3699
4.71,-12.323
4.715,-13.2996
4.72,-12.2864
4.725,-9.53979
4.73,-4.44946
4.735,-4.88281
4.74,-9.79004
4.745,-10.9009
4.75,-7.95898
4.755,-5.06592
4.76,-5.08423
4.765,-8.23975
4.77,-8.53271
4.775,-5.82275
4.78,-4.59595
4.785,-5.40771
4.79,-5.64575
4.795,-7.04956
4.8,-10.0159
4.805,-9.97925
4.81,-6.29272
4.815,-3.2959
4.82,-1.51367
4.825,-2.23389
4.83,-5.50537
4.835,-6.70166
4.84,-5.71899
4.845,-3.91235
4.85,-3.91235
4.855,-6.17065
4.86,-7.69653
4.865,-7.37915
4.87,-5.29175
4.875,-2.17896
4.88,-0.323486
4.885,-2.03857
4.89,-5.84106
4.895,-8.44727
4.9,-6.56128
4.905,-4.26636
4.91,-2.45972
4.915,-3.48511
4.92,-6.06079
4.925,-6.53687
4.93,-4.78516
4.935,-0.915527
4.94,1.07422
4.945,-0.927734
4.95,-3.02734
4.955,-3.75366
4.96,-3.125
4.965,-0.55542
4.97,0.476074
4.975,-2.0813
4.98,-4.3396
4.985,-5.71289
4.99,-5.59082
4.995,-3.40576
5,-2.7771
5.005,-5.33447
5.01,-7.58057
5.015,-7.69653
5.02,-5.05981
5.025,-3.31421
5.03,-1.76392
5.035,0.20752
5.04,-2.80762
5.045,-5.86548
5.05,-6.46973
5.055,-6.01807
5.06,-2.19727
5.065,-0.201416
5.07,-2.36816
5.075,-4.96216
5.08,-4.43115
5.085,-3.78418
5.09,-4.11377
5.095,-4.94385
5.1,-5.29175
5.105,-2.41089
5.11,-0.653076
5.115,-0.616455
5.12,-1.55029
5.125,-1.53198
5.13,0.488281
5.135,-1.66626
5.14,-4.41895
5.145,-5.88989
5.15,-7.66602
5.155,-7.40356
5.16,-6.91528
5.165,-4.18701
5.17,-5.92041
5.175,-8.1543
5.18,-8.18481
5.185,-7.86743
5.19,-5.26733
5.195,-1.42212
5.2,-1.0498
5.205,-3.22876
5.21,-2.92969
5.215,-1.79443
5.22,-1.37939
5.225,-0.55542
5.23,-1.41602
5.235,-1.7334
5.24,-2.21558
5.245,-1.70288
5.25,3.22266
5.255,5.57861
5.26,1.89209
5.265,-1.3855
5.27,-0.689697
5.275,-0.378418
5.28,1.62964
5.285,2.86255
5.29,-0.732422
5.295,-1.66016
5.3,-0.0427246
5.305,-0.701904
5.31,-1.40381
5.315,-2.20337
5.32,-2.29492
5.325,-0.970459
5.33,-1.36719
5.335,-2.66724
5.34,-3.36304
5.345,-2.63062
5.35,-1.65405
5.355,-2.19727
5.36,-1.62964
5.365,-1.20239
5.37,-2.56348
5.375,-3.31421
5.38,-5.02319
5.385,-5.82275
5.39,-3.87573
5.395,-3.42407
5.4,-4.36401
5.405,-4.99878
5.41,-2.94189
5.415,1.44043
5.42,3.31421
5.425,-0.0915527
5.43,-3.21045
5.435,-4.88892
5.44,-3.78418
5.445,-0.604248
5.45,0.0671387
5.455,0.701904
5.46,0.231934
5.465,-3.71094
5.47,-7.50732
5.475,-8.25195
5.48,-7.42188
5.485,-6.35986
5.49,-4.96826
5.495,-4.52271
5.5,-8.02002
5.505,-10.8643
5.51,-12.146
5.515,-12.0361
5.52,-7.54395
5.525,-1.98364
5.53,1.08032
5.535,-2.2522
5.54,-6.98242
5.545,-6.51245
5.55,-6.41479
5.555,-10.1318
5.56,-7.13501
5.565,-2.6062
5.57,-0.842285
5.575,1.08032
5.58,0.701904
5.585,-0.170898
5.59,-1.19629
5.595,-0.280762
5.6,1.36719
5.605,2.36816
5.61,1.96533
5.615,3.57056
5.62,2.03247
5.625,-1.71509
5.63,-2.22778
5.635,2.00195
5.64,3.32031
5.645,1.0437
5.65,-0.543213
5.655,-0.469971
5.66,0.354004
5.665,4.42505
5.67,4.87061
5.675,1.34277
5.68,-1.23291
5.685,1.49536
5.69,7.17773
5.695,6.88477
5.7,1.19019
5.705,-3.22876
5.71,-3.01514
5.715,1.19629
5.72,5.35278
5.725,6.92139
5.73,5.84106
5.735,4.07104
5.74,5.67017
5.745,10.3882
5.75,8.25806
5.755,6.17676
5.76,12.1582
5.765,13.9709
5.77,11.1328
5.775,6.53687
5.78,2.91138
5.785,2.19116
5.79,4.25415
5.795,8.12378
5.8,9.53369
5.805,8.23364
5.81,8.81348
5.815,5.36499
5.82,-0.585938
5.825,1.28784
5.83,7.88574
5.835,11.6638
5.84,9.67407
5.845,4.08325
5.85,1.77612
5.855,6.70166
5.86,11.8408
5.865,8.44727
5.87,3.70483
5.875,6.88477
5.88,11.2366
5.885,9.86328
5.89,4.22974
5.895,-2.23389
5.9,-3.56445
5.905,3.72925
5.91,12.97
5.915,15.6372
5.92,10.144
5.925,5.75562
5.93,5.10864
5.935,6.17065
5.94,8.57544
5.945,8.99658
5.95,4.02832
5.955,-0.634766
5.96,2.22778
5.965,7.1167
5.97,10.2112
5.975,13.1104
5.98,8.86841
5.985,-0.280762
5.99,-6.0791
5.995,-2.23999
6,6.15845
6.005,11.9324
6.01,14.4531
6.015,10.4919
6.02,4.29688
6.025,1.42212
6.03,3.19214
6.035,6.25
6.04,6.80542
6.045,4.80957
6.05,2.37427
6.055,2.948
6.06,4.73022
6.065,7.38525
6.07,9.13086
6.075,5.65796
6.08,-1.30005
6.085,-5.45044
6.09,0.579834
6.095,7.57446
6.1,7.42188
6.105,6.01196
6.11,4.57764
6.115,5.37109
6.12,8.95386
6.125,12.2253
6.13,11.0535
6.135,4.20532
6.14,0.823975
6.145,-0.299072
6.15,-4.50439
6.155,-3.96118
6.16,3.32642
6.165,7.6355
6.17,2.83813
6.175,-5.07202
6.18,-6.0791
6.185,-0.506592
6.19,1.47705
6.195,1.16577
6.2,0.372314
6.205,-0.671387
6.21,2.61841
6.215,5.24292
6.22,5.99976
6.225,8.38013
6.23,6.9458
6.235,2.41089
6.24,-0.00610352
6.245,-3.24097
6.25,-3.9856
6.255,3.07007
6.26,8.23364
6.265,6.67725
6.27,4.52271
6.275,1.0376
6.28,-2.50854
6.285,-4.63867
6.29,-5.60913
6.295,-8.99658
6.3,-8.47778
6.305,-4.74854
6.31,-1.77002
6.315,1.32446
6.32,1.45264
6.325,-1.87378
6.33,-1.43433
6.335,3.43628
6.34,3.72314
6.345,-1.01318
6.35,-3.40576
6.355,-1.23291
6.36,2.00195
6.365,3.15552
6.37,3.20435
6.375,2.02637
6.38,-2.70996
6.385,-3.85742
6.39,-0.0671387
6.395,2.12402
6.4,2.99683
6.405,4.05273
6.41,3.18604
6.415,0.964355
6.42,1.02539
6.425,1.14136
6.43,0.439453
6.435,-2.2583
6.44,-4.96216
6.445,-5.06592
6.45,-3.96118
6.455,0.256348
6.46,3.88184
6.465,0.585938
6.47,-2.82593
6.475,-2.30713
6.48,-1.28784
6.485,0.45166
6.49,0.256348
6.495,-3.44849
6.5,-3.56445
6.505,1.36108
6.51,4.11987
6.515,4.02832
6.52,4.43726
6.525,4.24194
6.53,3.45459
6.535,-0.512695
6.54,-4.08936
6.545,-2.17285
6.55,-0.396729
6.555,0.549316
6.56,2.02026
6.565,2.88696
6.57,5.50537
6.575,9.99146
6.58,9.24072
6.585,4.43726
6.59,2.73438
6.595,8.39844
6.6,12.8113
6.605,13.5559
6.61,9.82056
6.615,6.25
6.62,5.5481
6.625,5.2063
6.63,4.01001
6.635,3.57056
6.64,5.18188
6.645,4.72412
6.65,4.42505
6.655,2.57568
6.66,0.866699
6.665,4.8584
6.67,5.0415
6.675,5.24292
6.68,9.52148
6.685,11.6211
6.69,9.41772
6.695,4.95605
6.7,3.74756
6.705,5.42603
6.71,4.8645
6.715,3.125
6.72,2.50854
6.725,5.40161
6.73,9.49097
6.735,9.34448
6.74,2.53296
6.745,-2.82593
6.75,-1.0437
6.755,2.80762
6.76,2.948
6.765,4.07104
6.77,7.2937
6.775,6.10352
6.78,0.976563
6.785,0.256348
6.79,2.31323
6.795,5.2002
6.8,5.32227
6.805,2.14233
6.81,0.683594
6.815,1.50146
6.82,1.89819
6.825,1.01318
6.83,0.231934
6.835,1.22681
6.84,5.19409
6.845,7.69043
6.85,5.62744
6.855,4.13818
6.86,5.98755
6.865,5.98145
6.87,5.74951
6.875,6.9397
6.88,6.79932
6.885,5.29175
6.89,4.05273
6.895,3.96118
6.9,2.2583
6.905,1.78833
6.91,2.58789
6.915,4.99878
6.92,5.40771
6.925,3.36304
6.93,1.22681
6.935,2.61841
6.94,0.732422
6.945,-0.427246
6.95,-2.40479
6.955,-3.61938
6.96,-1.34277
6.965,3.21045
6.97,5.58472
6.975,3.31421
6.98,1.77612
6.985,4.59595
6.99,6.06079
6.995,7.15942
7,5.68848
7.005,3.48511
7.01,2.47192
7.015,3.8147
7.02,6.92749
7.025,9.10645
7.03,6.78711
7.035,2.99072
7.04,-0.500488
7.045,-1.16577
7.05,5.5542
7.055,8.62427
7.06,4.66309
7.065,0.708008
7.07,0.830078
7.075,0.360107
7.08,-1.59302
7.085,0.427246
7.09,0.714111
7.095,-0.592041
7.1,-0.360107
7.105,0.0915527
7.11,-1.77002
7.115,-3.60107
7.12,-1.62354
7.125,-1.51978
7.13,-3.9856
7.135,-2.91138
7.14,-1.01318
7.145,-4.19312
7.15,-3.91235
7.155,-0.775146
7.16,3.19824
7.165,3.9917
7.17,0.0244141
7.175,-5.52368
7.18,-9.96094
7.185,-8.64868
7.19,-5.57861
7.195,-0.695801
7.2,0.0305176
7.205,-4.41895
7.21,-7.9895
7.215,-6.38428
7.22,-1.12915
7.225,2.97241
7.23,-1.19019
7.235,-7.73315
7.24,-10.0037
7.245,-5.83496
7.25,0.280762
7.255,1.32446
7.26,-3.86963
7.265,-9.12476
7.27,-8.60596
7.275,-5.82886
7.28,-6.85425
7.285,-10.4004
7.29,-9.61914
7.295,-7.37915
7.3,-3.75977
7.305,-1.59912
7.31,-4.57764
7.315,-6.75049
7.32,-1.7395
7.325,3.96118
