sec,EEG
1.155,13.2141
1.160,13.9526
1.165,16.6321
1.170,16.3147
1.175,14.5447
1.180,14.2578
1.185,14.5325
1.190,15.9546
1.195,16.5039
1.200,15.5945
1.205,14.27
1.210,13.6047
1.215,13.9587
1.220,14.5325
1.225,14.4897
1.230,14.6851
1.235,14.0625
1.240,12.6343
1.245,11.8103
1.250,12.0544
1.255,13.9771
1.260,15.5334
1.265,16.7297
1.270,18.1763
1.275,18.5974
1.280,17.4988
1.285,16.5344
1.290,15.9912
1.295,15.5273
1.300,15.2161
1.305,14.7522
1.310,14.2517
1.315,13.1531
1.320,12.4573
1.325,12.8052
1.330,13.2446
1.335,12.9517
1.340,12.6831
1.345,13.0859
1.350,13.1287
1.355,12.5793
1.360,11.8286
1.365,11.554
1.370,10.8398
1.375,10.144
1.380,9.57031
1.385,8.3374
1.390,7.74536
1.395,8.53271
1.400,8.81958
1.405,7.55005
1.410,6.56738
1.415,7.56226
1.420,9.97925
1.425,10.614
1.430,9.5459
1.435,8.49609
1.440,9.38721
1.445,12.3047
1.450,14.1968
1.455,15.0085
1.460,15.0635
1.465,15.332
1.470,15.5945
1.475,14.6912
1.480,12.9333
1.485,11.4441
1.490,10.3455
1.495,10.4431
1.500,11.2244
1.505,12.5427
1.510,13.8062
1.515,13.5071
1.520,11.4258
1.525,9.52148
1.530,9.198
1.535,8.6731
1.540,8.52051
1.545,8.64868
1.550,8.03223
1.555,7.03735
1.560,7.08618
1.565,7.17163
1.570,7.87964
1.575,9.05762
1.580,9.95483
1.585,9.27734
1.590,6.43921
1.595,4.66309
1.600,3.69873
1.605,3.92456
1.610,4.49829
1.615,3.78418
1.620,3.02734
1.625,2.96021
1.630,3.88794
1.635,4.41284
1.640,4.81567
1.645,5.49927
1.650,5.93872
1.655,5.81665
1.660,4.6936
1.665,3.37524
1.670,3.60107
1.675,4.88892
1.680,6.40869
1.685,7.87964
1.690,9.08203
1.695,8.80127
1.700,8.1543
1.705,8.57544
1.710,10.0769
1.715,11.7126
1.720,11.3342
1.725,10.1135
1.730,10.2661
1.735,11.9507
1.740,13.3728
1.745,13.501
1.750,10.553
1.755,7.36084
1.760,6.7749
1.765,7.88574
1.770,8.58154
1.775,8.91113
1.780,8.6853
1.785,8.39844
1.790,9.51538
1.795,11.1694
1.800,12.384
1.805,11.9873
1.810,10.0525
1.815,9.19189
1.820,9.88159
1.825,10.8093
1.830,11.1755
1.835,11.3831
1.840,11.0291
1.845,10.5652
1.850,10.8887
1.855,11.9019
1.860,13.2874
1.865,12.9456
1.870,12.4146
1.875,12.8357
1.880,12.9211
1.885,14.032
1.890,14.9475
1.895,14.0015
1.900,12.6587
1.905,11.3037
1.910,9.7229
1.915,9.11255
1.920,9.0271
1.925,9.61304
1.930,9.552
1.935,9.55811
1.940,10.5286
1.945,10.6689
1.950,10.6201
1.955,9.57031
1.960,7.57446
1.965,6.7688
1.970,7.75757
1.975,9.45435
1.980,11.1206
1.985,11.2976
1.990,10.5225
1.995,9.375
2.000,8.91724
2.005,9.21631
2.010,10.3394
2.015,10.6567
2.020,10.1685
2.025,9.59473
2.030,8.20923
2.035,7.8186
2.040,6.47583
2.045,0.939941
2.050,-3.53394
2.055,2.69775
2.060,7.95288
2.065,11.7981
2.070,16.4429
2.075,16.2598
2.080,16.6687
2.085,21.4722
2.090,26.416
2.095,30.3955
2.100,35.1196
2.105,40.2466
2.110,42.3584
2.115,43.9941
2.120,45.0745
2.125,48.0225
2.130,52.1057
2.135,57.0618
2.140,61.377
2.145,66.1682
2.150,71.1304
2.155,75.9216
2.160,79.3274
2.165,83.5388
2.170,84.3384
2.175,84.0637
2.180,85.7117
2.185,88.031
2.190,90.2283
2.195,90.9668
2.200,89.3005
2.205,86.731
2.210,84.4299
2.215,82.3669
2.220,79.4739
2.225,76.5808
2.230,74.115
2.235,71.7834
2.240,68.6584
2.245,65.9424
2.250,63.623
2.255,61.4197
2.260,59.5947
2.265,56.5918
2.270,53.9124
2.275,51.9104
2.280,50.1221
2.285,47.8271
2.290,44.7144
2.295,42.4438
2.300,42.9016
2.305,45.7947
2.310,46.3867
2.315,44.4458
2.320,40.7593
2.325,37.3718
2.330,36.9873
2.335,37.4023
2.340,37.7869
2.345,38.5254
2.350,39.0564
2.355,37.4268
2.360,35.2112
2.365,33.8074
2.370,32.0862
2.375,31.6223
2.380,32.5378
2.385,33.1604
2.390,33.6365
2.395,34.7046
2.400,34.5581
2.405,32.3853
2.410,30.1392
2.415,28.595
2.420,29.1382
2.425,30.7556
2.430,32.4036
2.435,33.4595
2.440,33.6243
2.445,32.9407
2.450,31.781
2.455,31.3049
2.460,34.8938
2.465,40.686
2.470,39.8376
2.475,33.96
2.480,25.4333
2.485,15.5518
2.490,8.38623
2.495,1.68457
2.500,-5.62134
2.505,-12.2986
2.510,-17.1814
2.515,-19.4458
2.520,-21.0327
2.525,-23.0469
2.530,-24.585
2.535,-26.2878
2.540,-28.5339
2.545,-30.7861
2.550,-34.2773
2.555,-33.5632
2.560,-30.4321
2.565,-30.0781
2.570,-31.2988
2.575,-34.9854
2.580,-39.6851
2.585,-42.4805
2.590,-41.9312
2.595,-38.8123
2.600,-37.4756
2.605,-36.1877
2.610,-33.6121
2.615,-31.5063
2.620,-30.481
2.625,-29.0039
2.630,-27.3865
2.635,-27.3682
2.640,-26.8005
2.645,-25.0793
2.650,-23.9929
2.655,-23.6389
2.660,-22.7539
2.665,-21.228
2.670,-19.4641
2.675,-16.98
2.680,-14.6179
2.685,-14.3921
2.690,-14.8743
2.695,-15.3137
2.700,-15.7349
2.705,-15.1733
2.710,-14.1296
2.715,-12.5488
2.720,-11.2427
2.725,-11.5295
2.730,-12.6953
2.735,-12.4817
2.740,-11.6516
2.745,-9.80835
2.750,-8.44116
2.755,-8.1665
2.760,-8.80737
2.765,-8.12378
2.770,-6.81152
2.775,-5.62744
2.780,-5.23682
2.785,-4.80957
2.790,-4.77905
2.795,-3.46069
2.800,-1.00098
2.805,0.292969
2.810,-0.12817
2.815,-1.31836
2.820,-2.15454
2.825,-0.98877
2.830,1.62964
2.835,2.69165
2.840,0.738525
2.845,-0.13428
2.850,1.11084
2.855,2.64282
2.860,2.40479
2.865,2.2583
2.870,2.83203
2.875,2.35596
2.880,2.85645
2.885,2.05078
2.890,1.45264
2.895,1.59302
2.900,2.69775
2.905,3.15552
2.910,1.00708
2.915,0.134277
2.920,2.6123
2.925,6.91528
2.930,8.74634
2.935,7.6355
2.940,3.9978
2.945,0.921631
2.950,1.2085
2.955,3.27759
2.960,3.92456
2.965,2.86865
2.970,3.26538
2.975,6.22559
2.980,8.58765
2.985,9.81445
2.990,8.88672
2.995,7.87354
3.000,7.79419
3.005,7.2876
3.010,5.82275
3.015,5.93872
3.020,7.96509
3.025,9.94263
3.030,10.3821
3.035,8.60596
3.040,6.47583
3.045,5.9021
3.050,6.63452
3.055,8.5083
3.060,10.0525
3.065,10.8398
3.070,11.5967
3.075,12.0789
3.080,11.6333
3.085,11.6516
3.090,11.2305
3.095,9.96704
3.100,8.97217
3.105,9.88159
3.110,12.0972
3.115,13.9587
3.120,12.7319
3.125,10.5408
3.130,9.021
3.135,9.44824
3.140,11.261
3.145,12.1155
3.150,11.792
3.155,11.7798
3.160,11.3831
3.165,11.8164
3.170,11.5906
3.175,11.4136
3.180,11.5967
3.185,11.4319
3.190,12.1033
3.195,12.5244
3.200,14.0015
3.205,12.2925
3.210,9.52148
3.215,7.58057
3.220,6.61011
3.225,5.41382
3.230,6.20728
3.235,7.59277
3.240,6.75659
3.245,6.31104
3.250,6.28052
3.255,4.63257
3.260,3.43018
3.265,3.77808
3.270,4.1748
3.275,4.63867
3.280,6.87866
3.285,8.53271
3.290,8.89282
3.295,7.75757
3.300,7.2998
3.305,7.73926
3.310,6.62231
3.315,4.97437
3.320,3.78418
3.325,4.65088
3.330,6.43921
3.335,7.62329
3.340,7.92847
3.345,8.09937
3.350,9.47266
3.355,11.3831
3.360,13.0615
3.365,13.8855
3.370,13.5376
3.375,12.1277
3.380,11.261
3.385,11.377
3.390,12.1521
3.395,12.5305
3.400,13.1104
3.405,12.97
3.410,13.3606
3.415,14.801
3.420,15.3137
3.425,15.4358
3.430,14.7034
3.435,13.8123
3.440,13.9343
3.445,15.4663
3.450,16.7175
3.455,13.5376
3.460,9.45435
3.465,10.2783
3.470,13.3484
3.475,16.1011
3.480,16.9434
3.485,16.2231
3.490,14.7827
3.495,14.9414
3.500,15.3687
3.505,14.9353
3.510,15.21
3.515,17.7979
3.520,20.3491
3.525,19.7083
3.530,17.3401
3.535,16.7542
3.540,15.4358
3.545,13.2813
3.550,11.6882
3.555,11.4319
3.560,12.207
3.565,12.8906
3.570,14.1357
3.575,15.448
3.580,15.9973
3.585,16.4368
3.590,16.6565
3.595,16.5405
3.600,16.9434
3.605,16.1438
3.610,14.032
3.615,12.2681
3.620,12.2314
3.625,13.8245
3.630,14.5691
3.635,14.4104
3.640,13.6353
3.645,13.4705
3.650,14.3188
3.655,15.094
3.660,15.2405
3.665,15.3076
3.670,14.4653
3.675,12.5305
3.680,11.2
3.685,10.7239
3.690,11.2061
3.695,12.2253
3.700,12.8906
3.705,13.3728
3.710,13.3667
3.715,13.5315
3.720,13.4949
3.725,13.1653
3.730,13.3545
3.735,12.7197
3.740,10.2356
3.745,8.44727
3.750,7.95898
3.755,9.52759
3.760,11.0229
3.765,11.438
3.770,10.9192
3.775,10.3088
3.780,8.47778
3.785,7.1228
3.790,7.62329
3.795,8.92944
3.800,9.98535
3.805,9.09424
3.810,6.45752
3.815,5.13916
3.820,6.84204
3.825,9.83276
3.830,12.4573
3.835,12.8845
3.840,12.0605
3.845,10.7117
3.850,10.3577
3.855,10.9741
3.860,13.5071
3.865,15.7715
3.870,15.6738
3.875,11.8835
3.880,8.28247
3.885,9.57031
3.890,12.7258
3.895,14.856
3.900,16.571
3.905,16.4246
3.910,14.9841
3.915,13.7146
3.920,11.3464
3.925,7.12891
3.930,4.04053
3.935,6.57959
3.940,9.69238
3.945,9.5459
3.950,7.70874
3.955,5.78613
3.960,5.3772
3.965,6.57349
3.970,9.34448
3.975,11.6943
3.980,13.9221
3.985,14.4226
3.990,13.2385
3.995,12.1155
4.000,12.7075
4.005,14.8071
4.010,16.0461
4.015,13.7451
4.020,11.0046
4.025,9.39941
4.030,9.30786
4.035,11.4807
4.040,12.5305
4.045,12.8174
4.050,12.7869
4.055,12.3657
4.060,12.3169
4.065,13.3118
4.070,13.2385
4.075,12.207
4.080,11.3464
4.085,11.1816
4.090,12.8052
4.095,14.8315
4.100,16.3635
4.105,16.8701
4.110,17.5903
4.115,17.7307
4.120,17.4377
4.125,17.6758
4.130,18.5059
4.135,19.1833
4.140,19.0491
4.145,18.5669
4.150,17.1204
4.155,15.7227
4.160,15.7471
4.165,16.8701
4.170,17.3279
4.175,18.2739
4.180,18.7622
4.185,18.6157
4.190,18.4387
4.195,17.4866
4.200,16.8823
4.205,18.1396
4.210,19.4702
4.215,19.3726
4.220,17.804
4.225,16.4307
4.230,15.4053
4.235,17.4011
4.240,21.3501
4.245,22.0764
4.250,21.6248
4.255,20.8923
4.260,19.458
4.265,18.4082
4.270,19.5496
4.275,20.0867
4.280,18.8721
4.285,18.2068
4.290,18.3044
4.295,18.7988
4.300,19.104
4.305,19.1772
4.310,19.5129
4.315,20.5078
4.320,20.7092
4.325,19.8792
4.330,18.0359
4.335,15.8752
4.340,14.7766
4.345,15.094
4.350,16.0339
4.355,16.5894
4.360,17.7307
4.365,18.0237
4.370,18.3838
4.375,17.7795
4.380,17.3096
4.385,15.918
4.390,14.7705
4.395,14.6973
4.400,15.9302
4.405,17.2302
4.410,17.0593
4.415,15.863
4.420,15.1062
4.425,15.918
4.430,17.4622
4.435,17.8589
4.440,16.6504
4.445,15.033
4.450,13.4155
4.455,12.5793
4.460,11.2244
4.465,10.2661
4.470,10.3394
4.475,10.4614
4.480,11.4746
4.485,12.2986
4.490,12.7625
4.495,13.1348
4.500,12.7136
4.505,12.2742
4.510,11.2854
4.515,10.7788
4.520,12.1948
4.525,14.3433
4.530,13.9648
4.535,12.9761
4.540,11.9141
4.545,11.1084
4.550,11.4868
4.555,12.6465
4.560,13.2385
4.565,12.7686
4.570,12.2925
4.575,11.5234
4.580,10.1685
4.585,9.65576
4.590,10.4492
4.595,12.085
4.600,14.0747
4.605,15.7593
4.610,15.0024
4.615,12.0972
4.620,10.4675
4.625,10.2722
4.630,12.146
4.635,14.4836
4.640,15.1794
4.645,14.3005
4.650,13.4094
4.655,13.6414
4.660,14.5935
4.665,15.7104
4.670,16.1865
4.675,14.7461
4.680,11.4868
4.685,9.84497
4.690,10.1624
4.695,10.8765
4.700,11.3831
4.705,10.7788
4.710,9.8877
4.715,9.61914
4.720,9.52759
4.725,9.30786
4.730,8.24585
4.735,5.78003
4.740,3.8208
4.745,4.93164
4.750,7.34863
4.755,9.80225
4.760,11.5295
4.765,11.4746
4.770,11.2488
4.775,11.554
4.780,12.7075
4.785,13.4705
4.790,14.2578
4.795,13.4094
4.800,11.2732
4.805,9.16138
4.810,7.33032
4.815,8.12378
4.820,9.00269
4.825,8.97827
4.830,8.39844
4.835,8.04443
4.840,9.3811
4.845,10.4126
4.850,11.2854
4.855,11.6882
4.860,11.4441
4.865,12.0117
4.870,13.3667
4.875,15.5151
4.880,16.626
4.885,16.7725
4.890,15.8569
4.895,15.2161
4.900,14.2029
4.905,12.5
4.910,10.5286
4.915,10.3149
4.920,10.9192
4.925,11.2366
4.930,11.0168
4.935,10.0891
4.940,10.437
4.945,11.3525
4.950,11.8347
4.955,11.0291
4.960,9.92432
4.965,10.2234
4.970,11.792
4.975,13.0249
4.980,12.6953
4.985,11.6211
4.990,10.1746
4.995,10.1196
5.000,10.8215
5.005,11.4197
5.010,11.7615
5.015,11.5784
5.020,11.2366
5.025,11.4014
5.030,12.3413
5.035,13.5803
5.040,14.1785
5.045,14.6057
5.050,14.679
5.055,14.3005
5.060,14.2029
5.065,12.9883
5.070,11.0657
5.075,10.6567
5.080,10.8093
5.085,11.7554
5.090,13.7451
5.095,14.5447
5.100,13.9771
5.105,14.0503
5.110,12.9028
5.115,11.1511
5.120,7.74536
5.125,11.3647
5.130,20.3918
5.135,24.884
5.140,28.9978
5.145,32.9712
5.150,37.3291
5.155,43.1641
5.160,51.1597
5.165,57.9041
5.170,63.9465
5.175,69.7937
5.180,75.7996
5.185,80.5664
5.190,83.9905
5.195,88.623
5.200,94.2688
5.205,96.3257
5.210,95.8252
5.215,97.9797
5.220,102.716
5.225,104.736
5.230,105.798
5.235,107.281
5.240,108.74
5.245,109.546
5.250,108.911
5.255,106.36
5.260,103.674
5.265,100.092
5.270,95.2942
5.275,91.9922
5.280,90.3809
5.285,89.3188
5.290,87.0178
5.295,82.1594
5.300,76.8433
5.305,73.9319
5.310,72.6257
5.315,69.6716
5.320,64.0991
5.325,58.6914
5.330,58.6182
5.335,61.5906
5.340,63.5559
5.345,62.0911
5.350,60.4858
5.355,59.6008
5.360,58.7769
5.365,57.6172
5.370,54.2236
5.375,51.7517
5.380,51.6113
5.385,51.9836
5.390,51.593
5.395,48.8892
5.400,46.9727
5.405,46.1853
5.410,47.0215
5.415,45.0073
5.420,42.1448
5.425,41.8152
5.430,42.1448
5.435,40.9302
5.440,43.1824
5.445,43.6951
5.450,42.9932
5.455,44.5496
5.460,46.3501
5.465,45.7214
5.470,46.0815
5.475,47.8577
5.480,48.4192
5.485,45.9412
5.490,44.1895
5.495,46.9116
5.500,50.8301
5.505,52.8931
5.510,50.7019
5.515,44.8303
5.520,43.8293
5.525,45.5322
5.530,47.6318
5.535,47.4548
5.540,42.9016
5.545,38.9221
5.550,41.449
5.555,42.6025
5.560,39.0503
5.565,35.3577
5.570,37.4756
5.575,38.5315
5.580,38.0432
5.585,38.9893
5.590,35.8887
5.595,33.4167
5.600,35.6079
5.605,36.0229
5.610,32.7087
5.615,31.9946
5.620,32.7209
5.625,33.7402
5.630,35.8521
5.635,33.9233
5.640,32.0618
5.645,29.248
5.650,29.3335
5.655,31.0852
5.660,31.7932
5.665,33.2886
5.670,30.3406
5.675,26.9043
5.680,26.593
5.685,29.5593
5.690,31.2805
5.695,31.5613
5.700,28.7476
5.705,24.6582
5.710,24.292
5.715,26.0376
5.720,28.5522
5.725,31.6772
5.730,29.48
5.735,25.2563
5.740,22.998
5.745,24.6521
5.750,25.415
5.755,27.356
5.760,27.6062
5.765,25.1282
5.770,23.4985
5.775,25.9705
5.780,27.3071
5.785,27.8748
5.790,27.3804
5.795,27.533
5.800,26.0986
5.805,22.8271
5.810,23.0774
5.815,23.5901
5.820,22.9614
5.825,21.991
5.830,22.0032
5.835,22.9736
5.840,22.4121
5.845,21.9849
5.850,21.637
5.855,21.582
5.860,24.0662
5.865,22.3999
5.870,20.9534
5.875,22.4976
5.880,24.9023
5.885,29.7058
5.890,32.6233
5.895,36.2671
5.900,38.7024
5.905,37.7808
5.910,31.6406
5.915,26.2451
5.920,21.7896
5.925,17.6331
5.930,13.7634
5.935,8.94775
5.940,1.25122
5.945,-4.71802
5.950,-8.02002
5.955,-11.9751
5.960,-17.0288
5.965,-19.635
5.970,-21.7407
5.975,-25.5859
5.980,-25.4517
5.985,-27.0691
5.990,-30.2063
5.995,-31.0181
6.000,-32.0618
6.005,-33.4778
6.010,-35.9985
6.015,-35.7849
6.020,-34.3262
6.025,-29.1931
6.030,-28.5522
6.035,-29.7607
6.040,-33.4534
6.045,-36.499
6.050,-34.2285
6.055,-32.019
6.060,-31.5613
6.065,-32.4463
6.070,-32.9529
6.075,-35.1929
6.080,-33.2825
6.085,-29.1687
6.090,-22.1558
6.095,-22.168
6.100,-28.009
6.105,-26.9714
6.110,-22.5891
6.115,-21.698
6.120,-20.8252
6.125,-21.3074
6.130,-21.7041
6.135,-22.1558
6.140,-19.8059
6.145,-16.7908
6.150,-18.1396
6.155,-21.0388
6.160,-24.646
6.165,-25.7324
6.170,-23.938
6.175,-21.2646
6.180,-15.4297
6.185,-14.2761
6.190,-15.8264
6.195,-16.3696
6.200,-15.0391
6.205,-15.6799
6.210,-14.9475
6.215,-14.1418
6.220,-10.9375
6.225,-11.0352
6.230,-11.8347
6.235,-10.0586
6.240,-12.8418
6.245,-10.6873
6.250,-11.1572
6.255,-12.8052
6.260,-11.1084
6.265,-15.1733
6.270,-19.3542
6.275,-14.8071
6.280,-9.68018
6.285,-7.93457
6.290,-12.3108
6.295,-11.4075
6.300,-13.2996
6.305,-15.0879
6.310,-7.62329
6.315,-4.08325
6.320,-1.02539
6.325,-0.5188
6.330,-6.44531
6.335,-3.66211
6.340,0.952148
6.345,3.37524
6.350,5.50537
6.355,0.537109
6.360,-3.33252
6.365,-3.8269
6.370,-2.52686
6.375,-1.05591
6.380,-1.59912
6.385,1.88599
6.390,5.86548
6.395,4.61426
6.400,-0.46997
6.405,0.402832
6.410,5.57861
6.415,6.5979
6.420,3.19214
6.425,6.01196
6.430,4.01611
6.435,5.57861
6.440,7.96509
6.445,9.00269
6.450,12.0361
6.455,15.5884
6.460,14.3921
6.465,11.2305
6.470,8.17261
6.475,6.09741
6.480,5.87769
6.485,9.46045
6.490,9.97314
6.495,10.4858
6.500,9.43604
6.505,9.198
6.510,9.8938
6.515,14.1479
6.520,11.3953
6.525,6.84814
6.530,3.68652
6.535,12.2192
6.540,17.5781
6.545,14.3188
6.550,10.2051
6.555,3.46069
6.560,5.84717
6.565,13.8
6.570,16.8213
6.575,13.1348
6.580,8.56934
6.585,7.08618
6.590,10.7361
6.595,9.98535
6.600,9.06372
6.605,12.4939
6.610,5.60913
6.615,5.13916
6.620,7.03125
6.625,7.01904
6.630,8.66699
6.635,5.65186
6.640,6.68335
6.645,11.7493
6.650,20.1416
6.655,23.1689
6.660,17.4438
6.665,12.6038
6.670,9.66797
6.675,16.9373
6.680,24.5117
6.685,20.0867
6.690,16.6138
6.695,15.1917
6.700,12.0605
6.705,14.2517
6.710,14.3555
6.715,12.1216
6.720,6.75659
6.725,10.4126
6.730,12.1521
6.735,8.44727
6.740,8.6792
6.745,10.9436
6.750,8.81348
6.755,7.9834
6.760,11.0901
6.765,16.6992
6.770,16.8213
6.775,17.3096
6.780,18.2556
6.785,18.4143
6.790,20.6116
6.795,21.2952
6.800,20.4102
6.805,14.8804
6.810,12.7197
6.815,15.0879
6.820,22.0093
6.825,21.2769
6.830,19.1406
6.835,20.752
6.840,26.1658
6.845,23.053
6.850,18.9453
6.855,19.3054
6.860,19.9707
6.865,23.6877
6.870,24.6582
6.875,23.23
6.880,23.9746
6.885,25.4517
6.890,31.8481
6.895,30.3467
6.900,27.1362
6.905,20.4102
6.910,19.4824
6.915,23.1873
6.920,23.1079
6.925,22.8271
6.930,26.6724
6.935,24.9207
6.940,24.9329
6.945,26.8555
6.950,24.3591
6.955,25.9644
6.960,30.5908
6.965,34.0088
6.970,35.0342
6.975,27.9236
6.980,27.3438
6.985,27.9663
6.990,31.9458
6.995,31.9946
7.000,26.4709
7.005,20.4468
7.010,25.3418
7.015,26.7944
7.020,28.5645
7.025,32.0251
7.030,34.5764
7.035,34.8328
7.040,33.5266
7.045,35.3088
7.050,29.3579
7.055,30.2307
7.060,35.199
7.065,35.3027
7.070,35.376
7.075,28.5706
7.080,29.0649
7.085,28.9063
7.090,29.9561
7.095,35.2417
7.100,31.2561
7.105,28.363
7.110,33.8745
7.115,32.3975
7.120,29.4739
7.125,26.3672
7.130,29.8645
7.135,33.5754
7.140,34.7107
7.145,34.4971
7.150,29.4373
7.155,29.6265
7.160,30.3833
7.165,28.6743
7.170,22.5525
7.175,23.2422
7.180,26.5747
7.185,27.6062
7.190,28.9307
7.195,29.6265
7.200,29.1992
7.205,30.1697
7.210,30.5786
7.215,23.822
7.220,17.3401
7.225,19.7632
7.230,23.407
7.235,19.2444
7.240,14.7949
7.245,10.9192
7.250,16.9312
7.255,24.4324
7.260,28.3203
7.265,28.0029
7.270,24.3835
7.275,22.3633
7.280,27.6489
7.285,31.8604
7.290,28.9978
7.295,31.427
7.300,33.6304
7.305,34.1614
7.310,32.0557
7.315,30.658
7.320,27.6672
7.325,25.2075
7.330,27.3499
7.335,31.3904
7.340,35.3027
7.345,33.7585
7.350,31.6101
7.355,31.6162
7.360,29.7485
7.365,27.9114
7.370,29.834
7.375,32.3303
7.380,34.0149
7.385,34.3262
7.390,30.5908
7.395,27.3804
7.400,26.1536
7.405,31.2744
7.410,37.7869
7.415,35.0464
7.420,31.6772
7.425,32.2144
7.430,33.6121
7.435,36.3342
7.440,38.0005
7.445,35.437
7.450,33.844
7.455,40.7288
7.460,36.2793
7.465,33.728
7.470,32.4646
7.475,27.0874
7.480,28.1982
7.485,25.5127
7.490,26.7212
7.495,34.7534
7.500,39.6973
7.505,39.4287
7.510,36.145
7.515,32.8857
7.520,34.082
7.525,33.0811
7.530,31.1523
7.535,30.7312
7.540,35.8704
7.545,40.7227
7.550,40.7776
7.555,32.2876
7.560,29.6387
7.565,35.3943
7.570,38.2324
7.575,36.2305
7.580,31.5125
7.585,31.6101
7.590,34.0149
7.595,35.0891
7.600,36.1633
7.605,36.0291
7.610,31.9153
7.615,28.125
7.620,30.719
7.625,32.8247
7.630,34.6985
7.635,39.4775
7.640,38.0615
7.645,34.5337
7.650,36.0168
7.655,36.4502
7.660,33.313
7.665,28.7354
7.670,30.3467
7.675,36.9202
7.680,36.8591
7.685,32.5073
7.690,30.3406
7.695,32.5195
7.700,35.0525
7.705,38.2202
7.710,34.0942
7.715,26.5442
7.720,24.3652
7.725,25.4333
7.730,28.4058
7.735,28.241
7.740,27.7405
7.745,27.8992
